image_id,video_id,sequence,split
1-9982,1,60754,train
1-9983,1,60754,train
1-9984,1,60754,train
1-9985,1,60754,train
1-9986,1,60754,train
1-9987,1,60754,train
1-9988,1,60754,train
1-9989,1,60754,train
1-9990,1,60754,train
1-9991,1,60754,train
1-9992,1,60754,train
1-9993,1,60754,train
1-9994,1,60754,train
1-9995,1,60754,train
1-9996,1,60754,train
1-9997,1,60754,train
1-9998,1,60754,train
1-9999,1,60754,train
1-10000,1,60754,train
1-10001,1,60754,train
1-10002,1,60754,train
1-10003,1,60754,train
1-10004,1,60754,train
1-10005,1,60754,train
1-10006,1,60754,train
1-10007,1,60754,train
1-10008,1,60754,train
1-10009,1,60754,train
1-10010,1,60754,train
1-10011,1,60754,train
1-10012,1,60754,train
1-10013,1,60754,train
1-10014,1,60754,train
1-10015,1,60754,train
1-10016,1,60754,train
1-10017,1,60754,train
1-10018,1,60754,train
1-10019,1,60754,train
1-10020,1,60754,train
1-10021,1,60754,train
1-10022,1,60754,train
1-10023,1,60754,train
1-10024,1,60754,train
1-10025,1,60754,train
1-10026,1,60754,train
1-10027,1,60754,train
1-10028,1,60754,train
1-10029,1,60754,train
1-10030,1,60754,train
1-10031,1,60754,train
1-10032,1,60754,train
1-10033,1,60754,train
1-10034,1,60754,train
1-10035,1,60754,train
1-10036,1,60754,train
1-10037,1,60754,train
1-10038,1,60754,train
1-10039,1,60754,train
1-10040,1,60754,train
1-10041,1,60754,train
1-10042,1,60754,train
1-10043,1,60754,train
1-10044,1,60754,train
1-10045,1,60754,train
1-10046,1,60754,train
1-10047,1,60754,train
1-10048,1,60754,train
1-10049,1,60754,train
1-10050,1,60754,train
1-10051,1,60754,train
1-10052,1,60754,train
1-10053,1,60754,train
1-10054,1,60754,train
1-10055,1,60754,train
1-10056,1,60754,train
1-10057,1,60754,train
1-10058,1,60754,train
1-10059,1,60754,train
1-10060,1,60754,train
1-10061,1,60754,train
1-10062,1,60754,train
1-10063,1,60754,train
1-10064,1,60754,train
1-10065,1,60754,train
1-10066,1,60754,train
1-10067,1,60754,train
1-10068,1,60754,train
1-10069,1,60754,train
1-10070,1,60754,train
1-10071,1,60754,train
1-10072,1,60754,train
1-10073,1,60754,train
1-10074,1,60754,train
1-10075,1,60754,train
1-10076,1,60754,train
1-10077,1,60754,train
1-10078,1,60754,train
1-10079,1,60754,train
1-10080,1,60754,train
1-10081,1,60754,train
1-10082,1,60754,train
1-10083,1,60754,train
1-10084,1,60754,train
1-10085,1,60754,train
1-10086,1,60754,train
1-10087,1,60754,train
1-10088,1,60754,train
1-10089,1,60754,train
1-10090,1,60754,train
1-10091,1,60754,train
1-10092,1,60754,train
1-10093,1,60754,train
1-10094,1,60754,train
1-10095,1,60754,train
1-10096,1,60754,train
1-10097,1,60754,train
1-10098,1,60754,train
1-10099,1,60754,train
1-10100,1,60754,train
1-10101,1,60754,train
1-10102,1,60754,train
1-10103,1,60754,train
1-10104,1,60754,train
1-10105,1,60754,train
1-10106,1,60754,train
1-10107,1,60754,train
1-10108,1,60754,train
1-10109,1,60754,train
1-10110,1,60754,train
1-10111,1,60754,train
1-10112,1,60754,train
1-10113,1,60754,train
1-10114,1,60754,train
1-10115,1,60754,train
1-10116,1,60754,train
1-10117,1,60754,train
1-10118,1,60754,train
1-10119,1,60754,train
1-10120,1,60754,train
1-10121,1,60754,train
1-10122,1,60754,train
1-10123,1,60754,train
1-10124,1,60754,train
1-10125,1,60754,train
1-10126,1,60754,train
1-10127,1,60754,train
1-10128,1,60754,train
1-10129,1,60754,train
1-10130,1,60754,train
1-10131,1,60754,train
1-10132,1,60754,train
1-10133,1,60754,train
1-10134,1,60754,train
1-10135,1,60754,train
1-10136,1,60754,train
1-10137,1,60754,train
1-10138,1,60754,train
1-10139,1,60754,train
1-10140,1,60754,train
1-10141,1,60754,train
1-10142,1,60754,train
1-10143,1,60754,train
1-10144,1,60754,train
1-10145,1,60754,train
1-10146,1,60754,train
1-10147,1,60754,train
1-10148,1,60754,train
1-10149,1,60754,train
1-10150,1,60754,train
1-10151,1,60754,train
1-10152,1,60754,train
1-10153,1,60754,train
1-10154,1,60754,train
1-10155,1,60754,train
1-10156,1,60754,train
1-10157,1,60754,train
1-10158,1,60754,train
1-10159,1,60754,train
1-10160,1,60754,train
1-10161,1,60754,train
1-10162,1,60754,train
1-10163,1,60754,train
1-10164,1,60754,train
1-10165,1,60754,train
1-10166,1,60754,train
1-10167,1,60754,train
1-10168,1,60754,train
1-10169,1,60754,train
1-10170,1,60754,train
1-10171,1,60754,train
1-10172,1,60754,train
1-10173,1,60754,train
1-10174,1,60754,train
1-10175,1,60754,train
1-10176,1,60754,train
1-10177,1,60754,train
1-10178,1,60754,train
1-10179,1,60754,train
1-10180,1,60754,train
1-10181,1,60754,train
1-10182,1,60754,train
1-10183,1,60754,train
1-10184,1,60754,train
1-10185,1,60754,train
1-10186,1,60754,train
1-10187,1,60754,train
1-10188,1,60754,train
1-10189,1,60754,train
1-10190,1,60754,train
1-10191,1,60754,train
1-10192,1,60754,train
1-10193,1,60754,train
1-10194,1,60754,train
1-10195,1,60754,train
1-10196,1,60754,train
1-10197,1,60754,train
1-10198,1,60754,train
1-10199,1,60754,train
1-10200,1,60754,train
1-10201,1,60754,train
1-10202,1,60754,train
1-10203,1,60754,train
1-10204,1,60754,train
1-10205,1,60754,train
1-10206,1,60754,train
1-10207,1,60754,train
1-10208,1,60754,train
1-10209,1,60754,train
1-10210,1,60754,train
1-10211,1,60754,train
1-10212,1,60754,train
1-10213,1,60754,train
1-10214,1,60754,train
1-10215,1,60754,train
1-10216,1,60754,train
1-10217,1,60754,train
1-10218,1,60754,train
1-10219,1,60754,train
1-10220,1,60754,train
1-10221,1,60754,train
1-10222,1,60754,train
1-10223,1,60754,train
1-10224,1,60754,train
1-10225,1,60754,train
1-10226,1,60754,train
1-10227,1,60754,train
1-10228,1,60754,train
1-10229,1,60754,train
1-10230,1,60754,train
1-10231,1,60754,train
1-10232,1,60754,train
1-10233,1,60754,train
1-10234,1,60754,train
1-10235,1,60754,train
1-10236,1,60754,train
1-10237,1,60754,train
1-10238,1,60754,train
1-10239,1,60754,train
1-10240,1,60754,train
1-10241,1,60754,train
1-10242,1,60754,train
1-10243,1,60754,train
1-10244,1,60754,train
1-10245,1,60754,train
1-10246,1,60754,train
1-10247,1,60754,train
1-10248,1,60754,train
1-10249,1,60754,train
1-10250,1,60754,train
1-10251,1,60754,train
1-10252,1,60754,train
1-10253,1,60754,train
1-10254,1,60754,train
1-10255,1,60754,train
1-10256,1,60754,train
1-10257,1,60754,train
1-10258,1,60754,train
1-10259,1,60754,train
1-10260,1,60754,train
1-10261,1,60754,train
1-10262,1,60754,train
1-10263,1,60754,train
1-10264,1,60754,train
1-10265,1,60754,train
1-10266,1,60754,train
1-10267,1,60754,train
1-10268,1,60754,train
1-10269,1,60754,train
1-10270,1,60754,train
1-10271,1,60754,train
1-10272,1,60754,train
1-10273,1,60754,train
1-10274,1,60754,train
1-10275,1,60754,train
1-10276,1,60754,train
1-10277,1,60754,train
1-10278,1,60754,train
1-10279,1,60754,train
1-10280,1,60754,train
1-10281,1,60754,train
1-10282,1,60754,train
1-10283,1,60754,train
1-10284,1,60754,train
1-10285,1,60754,train
1-10286,1,60754,train
1-10287,1,60754,train
1-10288,1,60754,train
1-10289,1,60754,train
1-10290,1,60754,train
1-10291,1,60754,train
1-10292,1,60754,train
1-10293,1,60754,train
1-10294,1,60754,train
1-10295,1,60754,train
1-10296,1,60754,train
1-10297,1,60754,train
1-10298,1,60754,train
1-10299,1,60754,train
1-10300,1,60754,train
1-10301,1,60754,train
1-10302,1,60754,train
1-10303,1,60754,train
1-10304,1,60754,train
1-10305,1,60754,train
1-10306,1,60754,train
1-10307,1,60754,train
1-10308,1,60754,train
1-10309,1,60754,train
1-10310,1,60754,train
1-10311,1,60754,train
1-10312,1,60754,train
1-10313,1,60754,train
1-10314,1,60754,train
1-10315,1,60754,train
1-10316,1,60754,train
1-10317,1,60754,train
1-10318,1,60754,train
1-10319,1,60754,train
1-10320,1,60754,train
1-10321,1,60754,train
1-10322,1,60754,train
1-10323,1,60754,train
1-10324,1,60754,train
1-10325,1,60754,train
1-10326,1,60754,train
1-10327,1,60754,train
1-10328,1,60754,train
1-10329,1,60754,train
1-10330,1,60754,train
1-10331,1,60754,train
1-10332,1,60754,train
1-10333,1,60754,train
1-10334,1,60754,train
1-10335,1,60754,train
1-10336,1,60754,train
1-10337,1,60754,train
1-10338,1,60754,train
1-10339,1,60754,train
1-10340,1,60754,train
1-10341,1,60754,train
1-10342,1,60754,train
1-10343,1,60754,train
1-10344,1,60754,train
1-10345,1,60754,train
1-10346,1,60754,train
1-10347,1,60754,train
1-10348,1,60754,train
1-10349,1,60754,train
1-10350,1,60754,train
1-10351,1,60754,train
1-10352,1,60754,train
1-10353,1,60754,train
1-10354,1,60754,train
1-10355,1,60754,train
1-10356,1,60754,train
1-10357,1,60754,train
1-10358,1,60754,train
1-10359,1,60754,train
1-10360,1,60754,train
1-10361,1,60754,train
1-10362,1,60754,train
1-10363,1,60754,train
1-10364,1,60754,train
1-10365,1,60754,train
1-10366,1,60754,train
1-10367,1,60754,train
1-10368,1,60754,train
1-10369,1,60754,train
1-10370,1,60754,train
1-10371,1,60754,train
1-10372,1,60754,train
1-10373,1,60754,train
1-10374,1,60754,train
1-10375,1,60754,train
1-10376,1,60754,train
1-10377,1,60754,train
1-10378,1,60754,train
1-10379,1,60754,train
1-10380,1,60754,train
1-10381,1,60754,train
1-10382,1,60754,train
1-10383,1,60754,train
1-10384,1,60754,train
1-10385,1,60754,train
1-10386,1,60754,train
1-10387,1,60754,train
1-10388,1,60754,train
1-10389,1,60754,train
1-10390,1,60754,train
1-10391,1,60754,train
1-10392,1,60754,train
1-10393,1,60754,train
1-10394,1,60754,train
1-10395,1,60754,train
1-10396,1,60754,train
1-10397,1,60754,train
1-10398,1,60754,train
1-10399,1,60754,train
1-10400,1,60754,train
1-10401,1,60754,train
1-10402,1,60754,train
1-10403,1,60754,train
1-10404,1,60754,train
1-10405,1,60754,train
1-10406,1,60754,train
1-10407,1,60754,train
1-10408,1,60754,train
1-10409,1,60754,train
1-10410,1,60754,train
1-10411,1,60754,train
1-10412,1,60754,train
1-10413,1,60754,train
1-10414,1,60754,train
1-10415,1,60754,train
1-10416,1,60754,train
1-10417,1,60754,train
1-10418,1,60754,train
1-10419,1,60754,train
1-10420,1,60754,train
1-10421,1,60754,train
1-10422,1,60754,train
1-10423,1,60754,train
1-10424,1,60754,train
1-10425,1,60754,train
1-10426,1,60754,train
1-10427,1,60754,train
1-10428,1,60754,train
1-10429,1,60754,train
1-10430,1,60754,train
1-10431,1,60754,train
1-10432,1,60754,train
1-10433,1,60754,train
1-10434,1,60754,train
1-10435,1,60754,train
1-10436,1,60754,train
1-10437,1,60754,train
1-10438,1,60754,train
1-10439,1,60754,train
1-10440,1,60754,train
1-10441,1,60754,train
1-10442,1,60754,train
1-10443,1,60754,train
1-10444,1,60754,train
1-10445,1,60754,train
1-10446,1,60754,train
1-10447,1,60754,train
1-10448,1,60754,train
1-10449,1,60754,train
1-10450,1,60754,train
1-10451,1,60754,train
1-10452,1,60754,train
1-10453,1,60754,train
1-10454,1,60754,train
1-10455,1,60754,train
1-10456,1,60754,train
1-10457,1,60754,train
1-10458,1,60754,train
1-10459,1,60754,train
1-10460,1,60754,train
1-10461,1,60754,train
1-10462,1,60754,train
1-10463,1,60754,train
1-10464,1,60754,train
1-10465,1,60754,train
1-10466,1,60754,train
1-10467,1,60754,train
1-10468,1,60754,train
1-10469,1,60754,train
1-10470,1,60754,train
1-10471,1,60754,train
1-10472,1,60754,train
1-10473,1,60754,train
1-10474,1,60754,train
1-10475,1,60754,train
1-10476,1,60754,train
1-10477,1,60754,train
1-10478,1,60754,train
1-10479,1,60754,train
1-10480,1,60754,train
1-10481,1,60754,train
1-10482,1,60754,train
1-10483,1,60754,train
1-10484,1,60754,train
1-10485,1,60754,train
1-10486,1,60754,train
1-10487,1,60754,train
1-10488,1,60754,train
1-10489,1,60754,train
1-10490,1,60754,train
1-10491,1,60754,train
1-10492,1,60754,train
1-10493,1,60754,train
1-10494,1,60754,train
1-10495,1,60754,train
1-10496,1,60754,train
1-10497,1,60754,train
1-10498,1,60754,train
1-10499,1,60754,train
1-10500,1,60754,train
1-10501,1,60754,train
1-10502,1,60754,train
1-10503,1,60754,train
1-10504,1,60754,train
1-10505,1,60754,train
1-10506,1,60754,train
1-10507,1,60754,train
1-10508,1,60754,train
1-10509,1,60754,train
1-10510,1,60754,train
1-10511,1,60754,train
1-10512,1,60754,train
1-10513,1,60754,train
1-10514,1,60754,train
1-10515,1,60754,train
1-10516,1,60754,train
1-10517,1,60754,train
1-10518,1,60754,train
1-10519,1,60754,train
1-10520,1,60754,train
1-10521,1,60754,train
1-10522,1,60754,train
1-10523,1,60754,train
1-10524,1,60754,train
1-10525,1,60754,train
1-10526,1,60754,train
1-10527,1,60754,train
1-10528,1,60754,train
1-10529,1,60754,train
1-10530,1,60754,train
1-10531,1,60754,train
1-10532,1,60754,train
1-10533,1,60754,train
1-10534,1,60754,train
1-10535,1,60754,train
1-10536,1,60754,train
1-10537,1,60754,train
1-10538,1,60754,train
1-10539,1,60754,train
1-10540,1,60754,train
1-10541,1,60754,train
1-10542,1,60754,train
1-10543,1,60754,train
1-10544,1,60754,train
1-10545,1,60754,train
1-10546,1,60754,train
1-10547,1,60754,train
1-10548,1,60754,train
1-10549,1,60754,train
1-10550,1,60754,train
1-10551,1,60754,train
1-10552,1,60754,train
1-10553,1,60754,train
1-10554,1,60754,train
1-10555,1,60754,train
1-10556,1,60754,train
1-10557,1,60754,train
1-10558,1,60754,train
1-10559,1,60754,train
1-10560,1,60754,train
1-10561,1,60754,train
1-10562,1,60754,train
1-10563,1,60754,train
1-10564,1,60754,train
1-10565,1,60754,train
1-10566,1,60754,train
1-10567,1,60754,train
1-10568,1,60754,train
1-10569,1,60754,train
1-10570,1,60754,train
1-10571,1,60754,train
1-10572,1,60754,train
1-10573,1,60754,train
1-10574,1,60754,train
1-10575,1,60754,train
1-10576,1,60754,train
1-10577,1,60754,train
1-10578,1,60754,train
1-10579,1,60754,train
1-10580,1,60754,train
1-10581,1,60754,train
1-10582,1,60754,train
1-10583,1,60754,train
1-10584,1,60754,train
1-10585,1,60754,train
1-10586,1,60754,train
1-10587,1,60754,train
1-10588,1,60754,train
1-10589,1,60754,train
1-10590,1,60754,train
1-10591,1,60754,train
1-10592,1,60754,train
1-10593,1,60754,train
1-10594,1,60754,train
1-10595,1,60754,train
1-10596,1,60754,train
1-10597,1,60754,train
1-10598,1,60754,train
1-10599,1,60754,train
1-10600,1,60754,train
1-10601,1,60754,train
1-10602,1,60754,train
1-10603,1,60754,train
1-10604,1,60754,train
1-10605,1,60754,train
1-10606,1,60754,train
1-10607,1,60754,train
1-10608,1,60754,train
1-10609,1,60754,train
1-10610,1,60754,train
1-10611,1,60754,train
1-10612,1,60754,train
1-10613,1,60754,train
1-10614,1,60754,train
1-10615,1,60754,train
1-10616,1,60754,train
1-10617,1,60754,train
1-10618,1,60754,train
1-10619,1,60754,train
1-10620,1,60754,train
1-10621,1,60754,train
1-10622,1,60754,train
1-10623,1,60754,train
1-10624,1,60754,train
1-10625,1,60754,train
1-10626,1,60754,train
1-10627,1,60754,train
1-10628,1,60754,train
1-10629,1,60754,train
1-10630,1,60754,train
1-10631,1,60754,train
1-10632,1,60754,train
1-10633,1,60754,train
1-10634,1,60754,train
1-10635,1,60754,train
1-10636,1,60754,train
1-10637,1,60754,train
1-10638,1,60754,train
1-10639,1,60754,train
1-10640,1,60754,train
1-10641,1,60754,train
1-10642,1,60754,train
1-10643,1,60754,train
1-10644,1,60754,train
1-10645,1,60754,train
1-10646,1,60754,train
1-10647,1,60754,train
1-10648,1,60754,train
1-10649,1,60754,train
1-10650,1,60754,train
1-10651,1,60754,train
1-10652,1,60754,train
1-10653,1,60754,train
1-10654,1,60754,train
1-10655,1,60754,train
1-10656,1,60754,train
1-10657,1,60754,train
1-10658,1,60754,train
1-10659,1,60754,train
1-10660,1,60754,train
1-10661,1,60754,train
1-10662,1,60754,train
1-10663,1,60754,train
1-10664,1,60754,train
1-10665,1,60754,train
1-10666,1,60754,train
1-10667,1,60754,train
1-10668,1,60754,train
1-10669,1,60754,train
1-10670,1,60754,train
1-10671,1,60754,train
1-10672,1,60754,train
1-10673,1,60754,train
1-10674,1,60754,train
1-10675,1,60754,train
1-10676,1,60754,train
1-10677,1,60754,train
1-10678,1,60754,train
1-10679,1,60754,train
1-10680,1,60754,train
1-10681,1,60754,train
1-10682,1,60754,train
1-10683,1,60754,train
1-10684,1,60754,train
1-10685,1,60754,train
1-10686,1,60754,train
1-10687,1,60754,train
1-10688,1,60754,train
1-10689,1,60754,train
1-10690,1,60754,train
1-10691,1,60754,train
1-10692,1,60754,train
1-10693,1,60754,train
1-10694,1,60754,train
1-10695,1,60754,train
1-10696,1,60754,train
1-10697,1,60754,train
1-10698,1,60754,train
1-10699,1,60754,train
1-10700,1,60754,train
1-10701,1,60754,train
1-10702,1,60754,train
1-10703,1,60754,train
1-10704,1,60754,train
1-10705,1,60754,train
1-10706,1,60754,train
1-10707,1,60754,train
1-10708,1,60754,train
1-10709,1,60754,train
1-10710,1,60754,train
1-10711,1,60754,train
1-10712,1,60754,train
1-10713,1,60754,train
1-10714,1,60754,train
1-10715,1,60754,train
1-10716,1,60754,train
1-10717,1,60754,train
1-10718,1,60754,train
1-10719,1,60754,train
1-10720,1,60754,train
1-10721,1,60754,train
1-10722,1,60754,train
1-10723,1,60754,train
1-10724,1,60754,train
1-10725,1,60754,train
1-10726,1,60754,train
1-10727,1,60754,train
1-10728,1,60754,train
1-10729,1,60754,train
1-10730,1,60754,train
1-10731,1,60754,train
1-10732,1,60754,train
1-10733,1,60754,train
1-10734,1,60754,train
1-10735,1,60754,train
1-10736,1,60754,train
1-10737,1,60754,train
1-10738,1,60754,train
1-10739,1,60754,train
1-10740,1,60754,train
1-10741,1,60754,train
1-10742,1,60754,train
1-10743,1,60754,train
1-10744,1,60754,train
1-10745,1,60754,train
1-10746,1,60754,train
1-10747,1,60754,train
1-10748,1,60754,train
1-10749,1,60754,train
1-10750,1,60754,train
1-10751,1,60754,train
1-10752,1,60754,train
1-10753,1,60754,train
1-10754,1,60754,train
1-10755,1,60754,train
1-10756,1,60754,train
1-10757,1,60754,train
1-10758,1,60754,train
1-10759,1,60754,train
1-10760,1,60754,train
1-10761,1,60754,train
1-10762,1,60754,train
1-10763,1,60754,train
1-10764,1,60754,train
1-10765,1,60754,train
1-10766,1,60754,train
1-10767,1,60754,train
1-10768,1,60754,train
1-10769,1,60754,train
1-10770,1,60754,train
1-10771,1,60754,train
1-10772,1,60754,train
1-10773,1,60754,train
1-10774,1,60754,train
1-10775,1,60754,train
1-10776,1,60754,train
1-10777,1,60754,train
1-10778,1,60754,train
1-10779,1,60754,train
1-10780,1,60754,train
1-10781,1,60754,train
1-10782,1,60754,train
1-10783,1,60754,train
1-10784,1,60754,train
1-10785,1,60754,train
1-10786,1,60754,train
1-10787,1,60754,train
1-10788,1,60754,train
1-10789,1,60754,train
1-10790,1,60754,train
1-10791,1,60754,train
1-10792,1,60754,train
1-10793,1,60754,train
1-10794,1,60754,train
1-10795,1,60754,train
1-10796,1,60754,train
1-10797,1,60754,train
1-10798,1,60754,train
1-10799,1,60754,train
1-10800,1,60754,train
1-10801,1,60754,train
1-10802,1,60754,train
1-10803,1,60754,train
1-10804,1,60754,train
1-10805,1,60754,train
1-10806,1,60754,train
1-10807,1,60754,train
1-10808,1,60754,train
1-10809,1,60754,train
1-10810,1,60754,train
1-10811,1,60754,train
1-10812,1,60754,train
1-10813,1,60754,train
1-10814,1,60754,train
1-10815,1,60754,train
1-10816,1,60754,train
1-10817,1,60754,train
1-10818,1,60754,train
1-10819,1,60754,train
1-10820,1,60754,train
1-10821,1,60754,train
1-10822,1,60754,train
1-10823,1,60754,train
1-10824,1,60754,train
1-10825,1,60754,train
1-10826,1,60754,train
1-10827,1,60754,train
1-10828,1,60754,train
1-10829,1,60754,train
1-10830,1,60754,train
1-10831,1,60754,train
1-10832,1,60754,train
1-10833,1,60754,train
1-10834,1,60754,train
1-10835,1,60754,train
1-10836,1,60754,train
1-10837,1,60754,train
1-10838,1,60754,train
1-10839,1,60754,train
1-10840,1,60754,train
1-10841,1,60754,train
1-10842,1,60754,train
1-10843,1,60754,train
1-10844,1,60754,train
1-10845,1,60754,train
1-10846,1,60754,train
1-10847,1,60754,train
1-10848,1,60754,train
1-10849,1,60754,train
1-10850,1,60754,train
1-10851,1,60754,train
1-10852,1,60754,train
1-10853,1,60754,train
1-10854,1,60754,train
1-10855,1,60754,train
1-10856,1,60754,train
1-10857,1,60754,train
1-10858,1,60754,train
1-10859,1,60754,train
1-10860,1,60754,train
1-10861,1,60754,train
1-10862,1,60754,train
1-10863,1,60754,train
1-10864,1,60754,train
1-10865,1,60754,train
1-10866,1,60754,train
1-10867,1,60754,train
1-10868,1,60754,train
1-10869,1,60754,train
1-10870,1,60754,train
1-10871,1,60754,train
1-10872,1,60754,train
1-10873,1,60754,train
1-10874,1,60754,train
1-10875,1,60754,train
1-10876,1,60754,train
1-10877,1,60754,train
1-10878,1,60754,train
1-10879,1,60754,train
1-10880,1,60754,train
1-10881,1,60754,train
1-10882,1,60754,train
1-10883,1,60754,train
1-10884,1,60754,train
1-10885,1,60754,train
1-10886,1,60754,train
1-10887,1,60754,train
1-10888,1,60754,train
1-10889,1,60754,train
1-10890,1,60754,train
1-10891,1,60754,train
1-10892,1,60754,train
1-10893,1,60754,train
1-10894,1,60754,train
1-10895,1,60754,train
1-10896,1,60754,train
1-10897,1,60754,train
1-10898,1,60754,train
1-10899,1,60754,train
1-10900,1,60754,train
1-10901,1,60754,train
1-10902,1,60754,train
1-10903,1,60754,train
1-10904,1,60754,train
1-10905,1,60754,train
1-10906,1,60754,train
1-10907,1,60754,train
1-10908,1,60754,train
1-10909,1,60754,train
1-10910,1,60754,train
1-10911,1,60754,train
1-10912,1,60754,train
1-10913,1,60754,train
1-10914,1,60754,train
1-10915,1,60754,train
1-10916,1,60754,train
1-10917,1,60754,train
1-10918,1,60754,train
1-10919,1,60754,train
1-10920,1,60754,train
1-10921,1,60754,train
1-10922,1,60754,train
1-10923,1,60754,train
1-10924,1,60754,train
1-10925,1,60754,train
1-10926,1,60754,train
1-10927,1,60754,train
1-10928,1,60754,train
1-10929,1,60754,train
1-10930,1,60754,train
1-10931,1,60754,train
1-10932,1,60754,train
1-10933,1,60754,train
1-10934,1,60754,train
1-10935,1,60754,train
1-10936,1,60754,train
1-10937,1,60754,train
1-10938,1,60754,train
1-10939,1,60754,train
1-10940,1,60754,train
1-10941,1,60754,train
1-10942,1,60754,train
1-10943,1,60754,train
1-10944,1,60754,train
1-10945,1,60754,train
1-10946,1,60754,train
1-10947,1,60754,train
1-10948,1,60754,train
1-10949,1,60754,train
1-10950,1,60754,train
1-10951,1,60754,train
1-10952,1,60754,train
1-10953,1,60754,train
1-10954,1,60754,train
1-10955,1,60754,train
1-10956,1,60754,train
1-10957,1,60754,train
1-10958,1,60754,train
1-10959,1,60754,train
1-10960,1,60754,train
1-10961,1,60754,train
1-10962,1,60754,train
1-10963,1,60754,train
1-10964,1,60754,train
1-10965,1,60754,train
1-10966,1,60754,train
1-10967,1,60754,train
1-10968,1,60754,train
1-10969,1,60754,train
1-10970,1,60754,train
1-10971,1,60754,train
1-10972,1,60754,train
1-10973,1,60754,train
1-10974,1,60754,train
1-10975,1,60754,train
1-10976,1,60754,train
1-10977,1,60754,train
1-10978,1,60754,train
1-10979,1,60754,train
1-10980,1,60754,train
1-10981,1,60754,train
1-10982,1,60754,train
1-10983,1,60754,train
1-10984,1,60754,train
1-10985,1,60754,train
1-10986,1,60754,train
1-10987,1,60754,train
1-10988,1,60754,train
1-10989,1,60754,train
1-10990,1,60754,train
1-10991,1,60754,train
1-10992,1,60754,train
1-10993,1,60754,train
1-10994,1,60754,train
1-10995,1,60754,train
1-10996,1,60754,train
1-10997,1,60754,train
1-10998,1,60754,train
1-10999,1,60754,train
1-11000,1,60754,train
1-11001,1,60754,train
1-11002,1,60754,train
1-11003,1,60754,train
1-11004,1,60754,train
1-11005,1,60754,train
1-11006,1,60754,train
1-11007,1,60754,train
1-11008,1,60754,train
1-11009,1,60754,train
1-11010,1,60754,train
1-11011,1,60754,train
1-11012,1,60754,train
1-11013,1,60754,train
1-11014,1,60754,train
1-11015,1,60754,train
1-11016,1,60754,train
1-11017,1,60754,train
1-11018,1,60754,train
1-11019,1,60754,train
1-11020,1,60754,train
1-11021,1,60754,train
1-11022,1,60754,train
1-11023,1,60754,train
1-11024,1,60754,train
1-11025,1,60754,train
1-11026,1,60754,train
1-11027,1,60754,train
1-11028,1,60754,train
1-11029,1,60754,train
1-11030,1,60754,train
1-11031,1,60754,train
1-11032,1,60754,train
1-11033,1,60754,train
1-11034,1,60754,train
1-11035,1,60754,train
1-11036,1,60754,train
1-11037,1,60754,train
1-11038,1,60754,train
1-11039,1,60754,train
1-11040,1,60754,train
1-11041,1,60754,train
1-11042,1,60754,train
1-11043,1,60754,train
1-11044,1,60754,train
1-11045,1,60754,train
1-11046,1,60754,train
1-11047,1,60754,train
1-11048,1,60754,train
1-11049,1,60754,train
1-11050,1,60754,train
1-11051,1,60754,train
1-11052,1,60754,train
1-11053,1,60754,train
1-11054,1,60754,train
1-11055,1,60754,train
1-11056,1,60754,train
1-11057,1,60754,train
1-11058,1,60754,train
1-11059,1,60754,train
1-11060,1,60754,train
1-11061,1,60754,train
1-11062,1,60754,train
1-11063,1,60754,train
1-11064,1,60754,train
1-11065,1,60754,train
1-11066,1,60754,train
1-11067,1,60754,train
1-11068,1,60754,train
1-11069,1,60754,train
1-11070,1,60754,train
1-11071,1,60754,train
1-11072,1,60754,train
1-11073,1,60754,train
1-11074,1,60754,train
1-11075,1,60754,train
1-11076,1,60754,train
1-11077,1,60754,train
1-11078,1,60754,train
1-11079,1,60754,train
1-11080,1,60754,train
1-11081,1,60754,train
1-11082,1,60754,train
1-11083,1,60754,train
1-11084,1,60754,train
1-11085,1,60754,train
1-11086,1,60754,train
1-11087,1,60754,train
1-11088,1,60754,train
1-11089,1,60754,train
1-11090,1,60754,train
1-11091,1,60754,train
1-11092,1,60754,train
1-11093,1,60754,train
1-11094,1,60754,train
1-11095,1,60754,train
1-11096,1,60754,train
1-11097,1,60754,train
1-11098,1,60754,train
1-11099,1,60754,train
1-11100,1,60754,train
1-11101,1,60754,train
1-11102,1,60754,train
1-11103,1,60754,train
1-11104,1,60754,train
1-11105,1,60754,train
1-11106,1,60754,train
1-11107,1,60754,train
1-11108,1,60754,train
1-11109,1,60754,train
1-11110,1,60754,train
1-11111,1,60754,train
1-11112,1,60754,train
1-11113,1,60754,train
1-11114,1,60754,train
1-11115,1,60754,train
1-11116,1,60754,train
1-11117,1,60754,train
1-11118,1,60754,train
1-11119,1,60754,train
1-11120,1,60754,train
1-11121,1,60754,train
1-11122,1,60754,train
1-11123,1,60754,train
1-11124,1,60754,train
1-11125,1,60754,train
1-11126,1,60754,train
1-11127,1,60754,train
1-11128,1,60754,train
1-11129,1,60754,train
1-11130,1,60754,train
1-11131,1,60754,train
1-11132,1,60754,train
1-11133,1,60754,train
1-11134,1,60754,train
1-11135,1,60754,train
1-11136,1,60754,train
1-11137,1,60754,train
1-11138,1,60754,train
1-11139,1,60754,train
1-11140,1,60754,train
1-11141,1,60754,train
1-11142,1,60754,train
1-11143,1,60754,train
1-11144,1,60754,train
1-11145,1,60754,train
1-11146,1,60754,train
